AÑO,CCAA,KG RECOGIDOS,HABITANTES,CONTENEDOR
2017,GALICIA,345210,17314,Azul
2017,GALICIA,49740,2944,Azul
2017,GALICIA,117350,9566,Azul
2017,GALICIA,60740,8914,Azul
2017,COMUNIDAD VALENCIANA,78400,490,Azul
2017,GALICIA,81830,4530,Azul
2017,GALICIA,94220,6349,Azul
2017,GALICIA,7400,570,Azul
2017,GALICIA,4570,992,Azul
2017,GALICIA,68714,5105,Azul
2017,GALICIA,13800,3056,Azul
2017,COMUNIDAD VALENCIANA,387534,23837,Azul
2017,GALICIA,169528,19567,Azul
2017,GALICIA,135420,8005,Azul
2017,GALICIA,48898,5703,Azul
2017,GALICIA,22000,5573,Azul
2017,GALICIA,210090,22963,Azul
2017,GALICIA,5590,1212,Azul
2017,COMUNIDAD VALENCIANA,248440,26054,Azul
2017,GALICIA,2020,3004,Azul
2017,GALICIA,72600,4072,Azul
2017,GALICIA,25460,5234,Azul
2017,GALICIA,17360,1894,Azul
2017,GALICIA,51880,3259,Azul
2017,GALICIA,20789,4446,Azul
2017,GALICIA,14256,1537,Azul
2017,GALICIA,48270,4291,Azul
2017,COMUNIDAD VALENCIANA,96710,1600,Azul
2017,GALICIA,12780,2921,Azul
2017,GALICIA,13589,3746,Azul
2017,GALICIA,214240,13761,Azul
2017,GALICIA,66740,10638,Azul
2017,GALICIA,4860,2660,Azul
2017,GALICIA,7410,1648,Azul
2017,GALICIA,11402,3645,Azul
2017,GALICIA,129910,12119,Azul
2017,GALICIA,55740,2770,Azul
2017,GALICIA,20891,2080,Azul
2017,GALICIA,78340,5982,Azul
2017,GALICIA,4307560,243978,Azul
2017,GALICIA,2105720,166508,Azul
2017,CANARIAS,231220,10587,Azul
2017,CANARIAS,216240,18437,Azul
2017,CANARIAS,61920,9226,Azul
2017,CANARIAS,844170,102164,Azul
2017,CANARIAS,146950,18999,Azul
2017,CANARIAS,2422969,130259,Azul
2017,CANARIAS,42405,7423,Azul
2017,CANARIAS,816163,79171,Azul
2017,CANARIAS,550620,64510,Azul
2017,CANARIAS,676720,53828,Azul
2017,CANARIAS,75569,7628,Azul
2017,CANARIAS,17180,2783,Azul
2017,CANARIAS,91260,8706,Azul
2017,CANARIAS,1622361,153111,Azul
2017,CANARIAS,294760,20460,Azul
2017,CANARIAS,470340,29497,Azul
2017,CANARIAS,205660,26746,Azul
2017,MADRID,712110,91577,Azul
2017,CANARIAS,653881,37298,Azul
2017,CANARIAS,1269070,47316,Azul
2017,CANARIAS,1123360,107521,Azul
2017,CANARIAS,647707,45331,Azul
2017,CANARIAS,159180,22606,Azul
2017,CANARIAS,1035379,81485,Azul
2017,CANARIAS,126150,17191,Azul
2017,CANARIAS,146010,17870,Azul
2017,CANARIAS,507420,41294,Azul
2017,CANARIAS,281600,36148,Azul
2017,CANARIAS,84410,11338,Azul
2017,CANARIAS,2395570,203584,Azul
2017,CANARIAS,1751453,145082,Azul
2017,PAIS VASCO,2621389,69604,Azul
2017,PAIS VASCO,7584640,244634,Azul
2017,PAIS VASCO,624677,17376,Azul
2017,MADRID,1904480,126980,Azul
2017,PAIS VASCO,2231199,61548,Azul
2017,PAIS VASCO,3034870,78554,Azul
2017,PAIS VASCO,511136,14666,Azul
2017,PAIS VASCO,2025606,72959,Azul
2017,MADRID,559460,40095,Azul
2017,PAIS VASCO,2104482,43616,Azul
2017,PAIS VASCO,2725439,78558,Azul
2017,PAIS VASCO,10375620,273421,Azul
2017,PAIS VASCO,10222000,345122,Azul
2017,PAIS VASCO,493507,24451,Azul
2017,PAIS VASCO,1145680,46375,Azul
2017,PAIS VASCO,482510,16861,Azul
2017,PAIS VASCO,1064540,24457,Azul
2017,PAIS VASCO,491740,18859,Azul
2017,PAIS VASCO,44550,1875,Azul
2017,MADRID,206175,22900,Azul
2017,PAIS VASCO,298926,11017,Azul
2017,PAIS VASCO,2130708,79492,Azul
2017,PAIS VASCO,1168680,30857,Azul
2017,PAIS VASCO,1169068,37239,Azul
2017,PAIS VASCO,563973,29315,Azul
2017,PAIS VASCO,31352,1659,Azul
2017,MADRID,63580,5448,Azul
2017,PAIS VASCO,603220,13970,Azul
2017,PAIS VASCO,6300,255,Azul
2017,PAIS VASCO,122607,7582,Azul
2017,PAIS VASCO,653400,27841,Azul
2017,PAIS VASCO,58773,1489,Azul
2017,PAIS VASCO,129434,8370,Azul
2017,PAIS VASCO,702760,16869,Azul
2017,MADRID,2050037,195907,Azul
2017,PAIS VASCO,36344,1544,Azul
2017,PAIS VASCO,155196,7655,Azul
2017,PAIS VASCO,137031,4707,Azul
2017,PAIS VASCO,74325,2857,Azul
2017,PAIS VASCO,102679,4163,Azul
2017,PAIS VASCO,918860,29031,Azul
2017,PAIS VASCO,338760,24240,Azul
2017,PAIS VASCO,1240615,40983,Azul
2017,MADRID,84550,7050,Azul
2017,PAIS VASCO,1033864,24091,Azul
2017,PAIS VASCO,6000,513,Azul
2017,PAIS VASCO,197850,9577,Azul
2017,PAIS VASCO,10903,469,Azul
2017,PAIS VASCO,9112,368,Azul
2017,PAIS VASCO,417410,17298,Azul
2017,PAIS VASCO,1069062,20744,Azul
2017,PAIS VASCO,1844061,100025,Azul
2017,MADRID,128620,9981,Azul
2017,PAIS VASCO,28550,845,Azul
2017,PAIS VASCO,7882,417,Azul
2017,PAIS VASCO,157470,2604,Azul
2017,PAIS VASCO,302539,12260,Azul
2017,EXTREMADURA,578291,34543,Azul
2017,COMUNIDAD VALENCIANA,181880,27607,Azul
2017,MADRID,43400,2044,Azul
2017,EXTREMADURA,269721,36400,Azul
2017,EXTREMADURA,8262,15674,Azul
2017,EXTREMADURA,107140,25992,Azul
2017,EXTREMADURA,113270,12886,Azul
2017,EXTREMADURA,582430,40663,Azul
2017,EXTREMADURA,45810,7377,Azul
2017,MADRID,1185230,44764,Azul
2017,CANARIAS,108500,11114,Azul
2017,REGION DE MURCIA,278184,21308,Azul
2017,REGION DE MURCIA,398901,30981,Azul
2017,REGION DE MURCIA,722710,69614,Azul
2017,REGION DE MURCIA,187209,15952,Azul
2017,REGION DE MURCIA,388820,25362,Azul
2017,REGION DE MURCIA,422173,31782,Azul
2017,REGION DE MURCIA,2553940,214759,Azul
2017,REGION DE MURCIA,173140,14874,Azul
2017,REGION DE MURCIA,312970,35134,Azul
2017,MADRID,148210,13426,Azul
2017,REGION DE MURCIA,121280,13183,Azul
2017,REGION DE MURCIA,5396348,441003,Azul
2017,REGION DE MURCIA,228630,34630,Azul
2017,REGION DE MURCIA,77520,18734,Azul
2017,REGION DE MURCIA,46540,19630,Azul
2017,REGION DE MURCIA,563700,41155,Azul
2017,REGION DE MURCIA,446114,34037,Azul
2017,REGION DE MURCIA,60435,6521,Azul
2017,REGION DE MURCIA,96277,16205,Azul
2017,REGION DE MURCIA,305300,25591,Azul
2017,MADRID,77800,7769,Azul
2017,REGION DE MURCIA,98170,8145,Azul
2017,ARAGON,201980,7411,Azul
2017,ARAGON,369860,30681,Azul
2017,REGION DE MURCIA,921930,91730,Azul
2017,MADRID,236560,8285,Azul
2017,MADRID,30410,2584,Azul
2017,COMUNIDAD VALENCIANA,25820,273,Azul
2017,MADRID,600438,48020,Azul
2017,COMUNIDAD VALENCIANA,68200,7295,Azul
2017,COMUNIDAD VALENCIANA,561716,31309,Azul
2017,COMUNIDAD VALENCIANA,39000,1017,Azul
2017,COMUNIDAD VALENCIANA,528665,37324,Azul
2017,COMUNIDAD VALENCIANA,341710,33580,Azul
2017,COMUNIDAD VALENCIANA,1192550,64439,Azul
2017,COMUNIDAD VALENCIANA,57160,1437,Azul
2017,COMUNIDAD VALENCIANA,61800,9341,Azul
2017,MADRID,78269,5754,Azul
2017,COMUNIDAD VALENCIANA,112790,10619,Azul
2017,COMUNIDAD VALENCIANA,215260,3764,Azul
2017,COMUNIDAD VALENCIANA,129358,4104,Azul
2017,COMUNIDAD VALENCIANA,17100,141,Azul
2017,COMUNIDAD VALENCIANA,1578260,74814,Azul
2017,COMUNIDAD VALENCIANA,83180,1451,Azul
2017,COMUNIDAD VALENCIANA,105800,1561,Azul
2017,COMUNIDAD VALENCIANA,61480,7494,Azul
2017,MADRID,166560,9017,Azul
2017,COMUNIDAD VALENCIANA,35380,582,Azul
2017,COMUNIDAD VALENCIANA,196993,21494,Azul
2017,COMUNIDAD VALENCIANA,360185,21739,Azul
2017,COMUNIDAD VALENCIANA,810660,41465,Azul
2017,COMUNIDAD VALENCIANA,86235,6940,Azul
2017,MADRID,276500,12719,Azul
2017,COMUNIDAD VALENCIANA,8455,791,Azul
2017,COMUNIDAD VALENCIANA,83607,10172,Azul
2017,COMUNIDAD VALENCIANA,133100,6513,Azul
2017,COMUNIDAD VALENCIANA,560919,10654,Azul
2017,COMUNIDAD VALENCIANA,412279,80359,Azul
2017,COMUNIDAD VALENCIANA,52210,5187,Azul
2017,MADRID,3837460,194171,Azul
2017,COMUNIDAD VALENCIANA,143211,11903,Azul
2017,MADRID,685827,124661,Azul
2017,COMUNIDAD VALENCIANA,114920,11820,Azul
2017,COMUNIDAD VALENCIANA,65063,7057,Azul
2017,COMUNIDAD VALENCIANA,4430,2809,Azul
2017,COMUNIDAD VALENCIANA,1129250,59198,Azul
2017,MADRID,37165020,3165541,Azul
2017,COMUNIDAD VALENCIANA,1231480,84213,Azul
2017,COMUNIDAD VALENCIANA,225920,17591,Azul
2017,COMUNIDAD VALENCIANA,17735,1130,Azul
2017,COMUNIDAD VALENCIANA,210800,25632,Azul
2017,COMUNIDAD VALENCIANA,192950,31819,Azul
2017,COMUNIDAD VALENCIANA,8455,1870,Azul
2017,COMUNIDAD VALENCIANA,34205,4288,Azul
2017,MADRID,52090,5971,Azul
2017,COMUNIDAD VALENCIANA,2775,751,Azul
2017,COMUNIDAD VALENCIANA,57290,18497,Azul
2017,COMUNIDAD VALENCIANA,26408,4017,Azul
2017,COMUNIDAD VALENCIANA,23870,2504,Azul
2017,COMUNIDAD VALENCIANA,291940,34163,Azul
2017,COMUNIDAD VALENCIANA,228973,22897,Azul
2017,MADRID,87716,8387,Azul
2017,COMUNIDAD VALENCIANA,376228,15386,Azul
2017,COMUNIDAD VALENCIANA,143120,8789,Azul
2017,PAIS VASCO,18367,986,Azul
2017,CASTILLA Y LEON,574452,58083,Azul
2017,MADRID,678260,49522,Azul
2017,CANARIAS,187860,21049,Azul
2017,EXTREMADURA,115360,12032,Azul
2017,ANDALUCIA,938332,86396,Azul
2017,COMUNIDAD VALENCIANA,185680,19967,Azul
2017,COMUNIDAD VALENCIANA,165700,6893,Azul
2017,COMUNIDAD VALENCIANA,190120,5825,Azul
2017,COMUNIDAD VALENCIANA,73129,2648,Azul
2017,COMUNIDAD VALENCIANA,18440,8551,Azul
2017,CATALUÑA,1692159,59465,Azul
2017,CATALUÑA,1197501,80420,Azul
2017,CATALUÑA,278403,18419,Azul
2017,CATALUÑA,1582493,76476,Azul
2017,CATALUÑA,1009450,39178,Azul
2017,CATALUÑA,90040,3424,Azul
2017,MADRID,161873,8483,Azul
2017,CATALUÑA,751908,17704,Azul
2017,CATALUÑA,624403,20219,Azul
2017,CATALUÑA,597940,21766,Azul
2017,CATALUÑA,315010,19090,Azul
2017,CATALUÑA,2155800,55999,Azul
2017,CATALUÑA,165840,4438,Azul
2017,CATALUÑA,914996,36147,Azul
2017,CATALUÑA,2463784,98255,Azul
2017,CATALUÑA,1674635,82620,Azul
2017,MADRID,1036040,82715,Azul
2017,CATALUÑA,709280,38987,Azul
2017,CATALUÑA,2941670,138144,Azul
2017,CATALUÑA,975739,32181,Azul
2017,CATALUÑA,4259662,212591,Azul
2017,CATALUÑA,761330,16110,Azul
2017,CATALUÑA,616559,55041,Azul
2017,CATALUÑA,2663780,166007,Azul
2017,CATALUÑA,736100,56186,Azul
2017,CATALUÑA,831919,69225,Azul
2017,CATALUÑA,611430,22688,Azul
2017,CATALUÑA,380500,19664,Azul
2017,CATALUÑA,4046391,208246,Azul
2017,CATALUÑA,1145680,75167,Azul
2017,CATALUÑA,716564,25101,Azul
2017,CATALUÑA,7065805,127290,Azul
2017,CATALUÑA,644866,27645,Azul
2017,CATALUÑA,1590867,125517,Azul
2017,CATALUÑA,504070,38955,Azul
2017,CATALUÑA,382786,6986,Azul
2017,MADRID,235886,14417,Azul
2017,CATALUÑA,1014886,31561,Azul
2017,CATALUÑA,561220,22126,Azul
2017,CATALUÑA,1157566,103615,Azul
2017,CATALUÑA,1007580,35566,Azul
2017,CATALUÑA,1293630,46157,Azul
2017,CATALUÑA,417860,12347,Azul
2017,CATALUÑA,3403323,131094,Azul
2017,CATALUÑA,747134,48844,Azul
2017,CATALUÑA,4006880,215121,Azul
2017,CATALUÑA,775994,36059,Azul
2017,MADRID,350965,54256,Azul
2017,CATALUÑA,4528625,367174,Azul
2017,CATALUÑA,494783,21935,Azul
2017,CATALUÑA,221369,11826,Azul
2017,CATALUÑA,477680,9929,Azul
2017,CATALUÑA,409200,13453,Azul
2017,BALEARES,10450586,402949,Azul
2017,BALEARES,4536440,91600,Azul
2017,BALEARES,2536278,49549,Azul
2017,MADRID,86417,5439,Azul
2017,BALEARES,1073840,25848,Azul
2017,BALEARES,585150,24477,Azul
2017,BALEARES,2096115,36119,Azul
2017,BALEARES,252640,6070,Azul
2017,BALEARES,887720,12124,Azul
2017,EXTREMADURA,153909,7873,Azul
2017,CANARIAS,8310,1630,Azul
2017,EXTREMADURA,124810,9436,Azul
2017,MADRID,3270100,176659,Azul
2017,EXTREMADURA,81020,6912,Azul
2017,COMUNIDAD VALENCIANA,286947,17957,Azul
2017,COMUNIDAD VALENCIANA,100475,9692,Azul
2017,COMUNIDAD VALENCIANA,23920,2975,Azul
2017,EXTREMADURA,489544,28433,Azul
2017,COMUNIDAD VALENCIANA,6440,1948,Azul
2017,COMUNIDAD VALENCIANA,13596,1117,Azul
2017,COMUNIDAD VALENCIANA,1823780,170990,Azul
2017,COMUNIDAD VALENCIANA,69200,3246,Azul
2017,MADRID,99400,18734,Azul
2017,COMUNIDAD VALENCIANA,27140,1920,Azul
2017,COMUNIDAD VALENCIANA,24551,2226,Azul
2017,COMUNIDAD VALENCIANA,51471,5780,Azul
2017,MADRID,158546,7225,Azul
2017,CANARIAS,34730,5458,Azul
2017,CANARIAS,4635120,378998,Azul
2017,MADRID,792390,57932,Azul
2017,CEUTA,1716332,84519,Azul
2017,CATALUÑA,746031,24285,Azul
2017,GALICIA,1226100,85987,Azul
2017,MADRID,83717,6751,Azul
2017,COMUNIDAD VALENCIANA,10752,1979,Azul
2017,COMUNIDAD VALENCIANA,204597,34643,Azul
2017,COMUNIDAD VALENCIANA,143892,14758,Azul
2017,COMUNIDAD VALENCIANA,10370,1750,Azul
2017,MADRID,89210,9938,Azul
2017,COMUNIDAD VALENCIANA,6210,2461,Azul
2017,COMUNIDAD VALENCIANA,13129,1200,Azul
2017,COMUNIDAD VALENCIANA,4626,1915,Azul
2017,COMUNIDAD VALENCIANA,51017,5898,Azul
2017,MADRID,95001,6583,Azul
2017,COMUNIDAD VALENCIANA,952114,77560,Azul
2017,MADRID,20540,1582,Azul
2017,ANDALUCIA,2566658,200160,Azul
2017,ANDALUCIA,198520,23223,Azul
2017,MADRID,801490,61597,Azul
2017,ARAGON,328430,14112,Azul
2017,MADRID,272080,28177,Azul
2017,EXTREMADURA,69311,5966,Azul
2017,EXTREMADURA,1620100,95814,Azul
2017,EXTREMADURA,56180,9879,Azul
2017,EXTREMADURA,67190,4673,Azul
2017,EXTREMADURA,314330,24661,Azul
2017,MADRID,198662,15364,Azul
2017,EXTREMADURA,467385,59174,Azul
2017,EXTREMADURA,165430,17247,Azul
2017,COMUNIDAD VALENCIANA,199250,11432,Azul
2017,CASTILLA Y LEON,204560,11264,Azul
2017,CASTILLA Y LEON,30100,4746,Azul
2017,MADRID,91390,4984,Azul
2017,CASTILLA Y LEON,11200,1342,Azul
2017,CASTILLA Y LEON,11013,699,Azul
2017,CASTILLA Y LEON,441529,31470,Azul
2017,CASTILLA Y LEON,232039,20197,Azul
2017,CASTILLA Y LEON,79780,5256,Azul
2017,CASTILLA Y LEON,17119,2240,Azul
2017,CASTILLA Y LEON,255380,14631,Azul
2017,ASTURIAS,5158929,220536,Azul
2017,GALICIA,761651,58231,Azul
2017,GALICIA,160005,14797,Azul
2017,CASTILLA Y LEON,944640,39171,Azul
2017,REGION DE MURCIA,309340,34706,Azul
2017,COMUNIDAD VALENCIANA,3050,805,Azul
2017,COMUNIDAD VALENCIANA,20088,1939,Azul
2017,MADRID,31780,4243,Azul
2017,COMUNIDAD VALENCIANA,324140,3058,Azul
2017,GALICIA,14360,1528,Azul
2017,CASTILLA Y LEON,55580,5067,Azul
2017,MADRID,785170,32403,Azul
2017,EXTREMADURA,193920,11123,Azul
2017,COMUNIDAD VALENCIANA,105042,8909,Azul
2017,GALICIA,6810,1606,Azul
2017,GALICIA,6960,1458,Azul
2017,CATALUÑA,201320,3867,Azul
2017,NAVARRA,421739,9558,Azul
2017,COMUNIDAD VALENCIANA,111379,18462,Azul
2017,ANDALUCIA,384365,77446,Azul
2017,ANDALUCIA,665780,75523,Azul
2017,ANDALUCIA,1633940,131855,Azul
2017,ANDALUCIA,250000,24191,Azul
2017,GALICIA,12553,2833,Azul
2017,CASTILLA Y LEON,649690,80181,Azul
2017,MADRID,170301,15488,Azul
2017,CASTILLA Y LEON,1084590,52257,Azul
2017,EXTREMADURA,1948480,149946,Azul
2017,GALICIA,8440,1752,Azul
2017,GALICIA,6780,1392,Azul
2017,MADRID,1057980,72988,Azul
2017,BALEARES,2552095,49580,Azul
2017,REGION DE MURCIA,114920,11714,Azul
2017,GALICIA,28390,5616,Azul
2017,REGION DE MURCIA,67245,15321,Azul
2017,COMUNIDAD VALENCIANA,26817,4528,Azul
2017,COMUNIDAD VALENCIANA,90855,8901,Azul
2017,REGION DE MURCIA,113490,10268,Azul
2017,MADRID,2399620,187173,Azul
2017,CASTILLA Y LEON,424590,22696,Azul
2017,ANDALUCIA,607480,82645,Azul
2017,ANDALUCIA,2606990,267587,Azul
2017,CASTILLA Y LEON,3900,320,Azul
2017,CASTILLA Y LEON,35970,4173,Azul
2017,CASTILLA Y LEON,24640,1798,Azul
2017,MADRID,169068,7965,Azul
2017,MADRID,18640,1981,Azul
2017,CASTILLA Y LEON,21600,1833,Azul
2017,PAIS VASCO,38218,1087,Azul
2017,MADRID,96970,7946,Azul
2017,PAIS VASCO,6000,259,Azul
2017,PAIS VASCO,114754,4113,Azul
2017,ARAGON,70620,4566,Azul
2017,MADRID,70056,4373,Azul
2017,ARAGON,51860,5113,Azul
2017,GALICIA,16680,1982,Azul
2017,GALICIA,3809,2280,Azul
2017,COMUNIDAD VALENCIANA,36196,1291,Azul
2017,COMUNIDAD VALENCIANA,59673,5320,Azul
2017,COMUNIDAD VALENCIANA,92532,1280,Azul
2017,MADRID,58320,7548,Azul
2017,COMUNIDAD VALENCIANA,11120,1851,Azul
2017,COMUNIDAD VALENCIANA,8970,970,Azul
2017,GALICIA,14259,2559,Azul
2017,COMUNIDAD VALENCIANA,360788,28090,Azul
2017,MADRID,190978,12371,Azul
2017,EXTREMADURA,107550,5817,Azul
2017,NAVARRA,755163,21713,Azul
2017,ANDALUCIA,189180,31114,Azul
2017,CATALUÑA,2122202,215634,Azul
2017,CATALUÑA,111000,13482,Azul
2017,CATALUÑA,385628,32832,Azul
2017,CATALUÑA,26805100,1608746,Azul
2017,CATALUÑA,118100,6736,Azul
2017,CATALUÑA,293120,12277,Azul
2017,MADRID,82570,2885,Azul
2017,CATALUÑA,1124360,64892,Azul
2017,CATALUÑA,1230748,57543,Azul
2017,CATALUÑA,1252960,86072,Azul
2017,CATALUÑA,963460,45733,Azul
2017,CATALUÑA,588730,46266,Azul
2017,CATALUÑA,4331280,254804,Azul
2017,CATALUÑA,604630,25359,Azul
2017,CATALUÑA,843991,34802,Azul
2017,CATALUÑA,67040,4075,Azul
2017,CATALUÑA,265400,11348,Azul
2017,MADRID,159440,18038,Azul
2017,CATALUÑA,1212900,63457,Azul
2017,CATALUÑA,580697,37648,Azul
2017,CATALUÑA,300209,36496,Azul
2017,CATALUÑA,496020,27434,Azul
2017,CATALUÑA,1265180,82402,Azul
2017,CATALUÑA,48897,4024,Azul
2017,CATALUÑA,1909500,88921,Azul
2017,CATALUÑA,822026,44086,Azul
2017,CATALUÑA,744780,33502,Azul
2017,CATALUÑA,536020,16927,Azul
2017,MADRID,8576,2214,Azul
2017,CATALUÑA,560540,27961,Azul
2017,CATALUÑA,108270,8073,Azul
2017,CATALUÑA,1370808,117153,Azul
2017,CATALUÑA,189120,8553,Azul
2017,CATALUÑA,90178,5933,Azul
2017,CATALUÑA,1048240,65779,Azul
2017,CATALUÑA,225633,11621,Azul
2017,REGION DE MURCIA,13090,1332,Azul
2017,REGION DE MURCIA,176218,15289,Azul
2017,REGION DE MURCIA,158038,16689,Azul
2017,MADRID,21078,2471,Azul
2017,REGION DE MURCIA,353054,30704,Azul
2017,REGION DE MURCIA,14590,2560,Azul
2017,REGION DE MURCIA,9131,913,Azul
2017,ARAGON,233940,18466,Azul
2017,CASTILLA Y LEON,14340,1915,Azul
2017,MADRID,15651,2788,Azul
2017,MADRID,10325,1986,Azul
2017,MADRID,2169,533,Azul
2017,GALICIA,40500,9334,Azul
2017,MADRID,723019,23123,Azul
2017,REGION DE MURCIA,195900,24660,Azul
2017,CASTILLA Y LEON,24619,3433,Azul
2017,GALICIA,26840,4653,Azul
2017,COMUNIDAD VALENCIANA,117230,10158,Azul
2017,ARAGON,271761,23735,Azul
2017,ARAGON,341560,12929,Azul
2017,ARAGON,214625,17237,Azul
2017,MADRID,23662,2659,Azul
2017,ARAGON,217500,16043,Azul
2017,ARAGON,119300,11700,Azul
2017,CANARIAS,31720,5557,Azul
2017,COMUNIDAD VALENCIANA,47520,7627,Azul
2017,COMUNIDAD VALENCIANA,44480,3163,Azul
2017,ANDALUCIA,3484860,237271,Azul
2017,CATALUÑA,247428,12051,Azul
2017,CATALUÑA,92440,4553,Azul
2017,MADRID,22381,1565,Azul
2017,CATALUÑA,144850,7287,Azul
2017,CATALUÑA,427940,18317,Azul
2017,CATALUÑA,219060,8953,Azul
2017,CATALUÑA,430299,20678,Azul
2017,CATALUÑA,43696,1512,Azul
2017,CATALUÑA,330610,23633,Azul
2017,CATALUÑA,50840,2562,Azul
2017,CATALUÑA,179320,8984,Azul
2017,CATALUÑA,184920,8300,Azul
2017,CATALUÑA,26520,723,Azul
2017,MADRID,60765,4001,Azul
2017,CATALUÑA,428514,25556,Azul
2017,CATALUÑA,124256,8700,Azul
2017,CATALUÑA,52780,2039,Azul
2017,CATALUÑA,81860,6192,Azul
2017,CATALUÑA,135680,7354,Azul
2017,CANTABRIA,828580,52819,Azul
2017,CANTABRIA,3135985,172656,Azul
2017,CANTABRIA,720656,30611,Azul
2017,MADRID,1531080,84989,Azul
2017,CATALUÑA,455070,14494,Azul
2017,ANDALUCIA,4028370,230945,Azul
2017,COMUNIDAD VALENCIANA,115500,2286,Azul
2017,COMUNIDAD VALENCIANA,3623,754,Azul
2017,MADRID,85562,8344,Azul
2017,MADRID,1123750,86206,Azul
2017,CASTILLA-LA MANCHA,2655620,194307,Azul
2017,CATALUÑA,216238,11808,Azul
2017,MADRID,52500,2435,Azul
2017,ARAGON,243190,8277,Azul
2017,MADRID,8230,779,Azul
2017,EXTREMADURA,288240,10879,Azul
2017,EXTREMADURA,96150,8872,Azul
2017,CATALUÑA,1160690,39060,Azul
2017,MADRID,88306,8388,Azul
2017,MADRID,127653,12222,Azul
2017,MADRID,43246,2423,Azul
2017,MADRID,1742411,94471,Azul
2017,MADRID,24455,1632,Azul
2017,MADRID,22610,1547,Azul
2017,CATALUÑA,357240,37042,Azul
2017,CATALUÑA,102840,6819,Azul
2017,CATALUÑA,63200,2120,Azul
2017,CATALUÑA,93040,7632,Azul
2017,CATALUÑA,398360,10399,Azul
2017,CATALUÑA,929599,19437,Azul
2017,MADRID,38830,6295,Azul
2017,CATALUÑA,953285,26386,Azul
2017,CATALUÑA,345870,14284,Azul
2017,COMUNIDAD VALENCIANA,33880,4515,Azul
2017,MADRID,1678150,70755,Azul
2017,GALICIA,33100,5486,Azul
2017,CASTILLA Y LEON,721380,87712,Azul
2017,ARAGON,2829809,86169,Azul
2017,COMUNIDAD VALENCIANA,10372,3043,Azul
2017,MADRID,5840,595,Azul
2017,MADRID,127560,5888,Azul
2017,MADRID,2879560,167354,Azul
2017,MADRID,33400,326,Azul
2017,MADRID,5480,1073,Azul
2017,COMUNIDAD VALENCIANA,185813,17455,Azul
2017,MADRID,24390,1258,Azul
2017,MADRID,235740,23773,Azul
2017,PAIS VASCO,948225,46043,Azul
2017,COMUNIDAD VALENCIANA,99320,13775,Azul
2017,COMUNIDAD VALENCIANA,246992,28973,Azul
2017,MADRID,768630,49762,Azul
2017,CATALUÑA,167660,7520,Azul
2017,CATALUÑA,876776,33273,Azul
2017,REGION DE MURCIA,73495,6969,Azul
2017,REGION DE MURCIA,203408,21341,Azul
2017,CASTILLA Y LEON,27640,2014,Azul
2017,CASTILLA Y LEON,291500,18583,Azul
2017,LA RIOJA,4070140,150876,Azul
2017,MADRID,167880,19563,Azul
2017,ARAGON,482679,26922,Azul
2017,GALICIA,37300,3768,Azul
2017,CANARIAS,43220,7465,Azul
2017,ARAGON,426112,18368,Azul
2017,REGION DE MURCIA,5700,1378,Azul
2017,MADRID,2443839,203633,Azul
2017,ARAGON,143670,10458,Azul
2017,ARAGON,56860,6975,Azul
2017,ARAGON,220840,12999,Azul
2017,ARAGON,115996,14521,Azul
2017,ARAGON,403400,24457,Azul
2017,ARAGON,135220,6549,Azul
2017,ARAGON,161301,10164,Azul
2017,ARAGON,88280,5775,Azul
2017,ARAGON,118153,6697,Azul
2017,ARAGON,428445,38228,Azul
2017,MADRID,370180,26954,Azul
2017,ARAGON,437879,19171,Azul
2017,ARAGON,403628,12115,Azul
2017,ARAGON,91540,8760,Azul
2017,ARAGON,255743,14106,Azul
2017,ARAGON,236840,28489,Azul
2017,CANARIAS,297518,24296,Azul
2017,CANARIAS,101350,7802,Azul
2017,CANARIAS,71470,10333,Azul
2017,COMUNIDAD VALENCIANA,136231,9245,Azul
2017,MADRID,344188,27276,Azul
2017,CASTILLA Y LEON,71345,4970,Azul
2017,CASTILLA Y LEON,81310,5005,Azul
2017,REGION DE MURCIA,13300,3933,Azul
2017,REGION DE MURCIA,3090,497,Azul
2017,REGION DE MURCIA,112764,11321,Azul
2017,REGION DE MURCIA,16040,6184,Azul
2017,CATALUÑA,162370,5127,Azul
2017,CASTILLA Y LEON,20360,2116,Azul
2017,CASTILLA Y LEON,141960,7358,Azul
2017,EXTREMADURA,149276,14821,Azul
2017,COMUNIDAD VALENCIANA,174380,6647,Azul
2017,CATALUÑA,133080,7049,Azul
2017,CATALUÑA,78980,1723,Azul
2017,CASTILLA Y LEON,69040,4904,Azul
2017,CASTILLA Y LEON,57060,3304,Azul
2017,CATALUÑA,39226,1155,Azul
2017,EXTREMADURA,60570,6250,Azul
2017,CASTILLA Y LEON,22110,3488,Azul
2017,EXTREMADURA,118248,9012,Azul
2017,PAIS VASCO,46026,1295,Azul
2017,REGION DE MURCIA,14479,2003,Azul
2017,COMUNIDAD VALENCIANA,7609,483,Azul
2017,COMUNIDAD VALENCIANA,19038,1110,Azul
2017,CASTILLA Y LEON,95400,10450,Azul
2017,GALICIA,30930,5418,Azul
2017,GALICIA,30757,3554,Azul
2017,CANTABRIA,560179,43802,Azul
2017,COMUNIDAD VALENCIANA,101780,2197,Azul
2017,CANARIAS,25230,4785,Azul
2017,ARAGON,162379,15716,Azul
2017,NAVARRA,85020,2961,Azul
