AÑO,CCAA,KG RECOGIDOS,HABITANTES,CONTENEDOR
2015,CATALUÑA,279633,11380,Amarillo
2015,CATALUÑA,46240,2056,Amarillo
2015,CATALUÑA,155220,6218,Amarillo
2015,CATALUÑA,191800,14612,Amarillo
2015,CATALUÑA,474230,24570,Amarillo
2015,CATALUÑA,683440,21923,Amarillo
2015,CATALUÑA,900080,65358,Amarillo
2015,CATALUÑA,176480,7395,Amarillo
2015,CATALUÑA,84032,5481,Amarillo
2015,CATALUÑA,36620,1190,Amarillo
2015,CATALUÑA,95700,12506,Amarillo
2015,CATALUÑA,203240,8882,Amarillo
2015,CATALUÑA,384180,20185,Amarillo
2015,CATALUÑA,78900,3002,Amarillo
2015,CATALUÑA,156479,9992,Amarillo
2015,CATALUÑA,3371437,125449,Amarillo
2015,CATALUÑA,246299,18064,Amarillo
2015,CATALUÑA,352640,20722,Amarillo
2015,CATALUÑA,1439080,56036,Amarillo
2015,CATALUÑA,373160,39376,Amarillo
2015,CATALUÑA,183540,19762,Amarillo
2015,CATALUÑA,234880,11574,Amarillo
2015,CATALUÑA,660274,33883,Amarillo
2015,CATALUÑA,71248,2096,Amarillo
2015,CATALUÑA,79239,3873,Amarillo
2015,CATALUÑA,532390,59485,Amarillo
2015,CATALUÑA,457959,36526,Amarillo
2015,CATALUÑA,509460,22713,Amarillo
2015,CATALUÑA,991750,54047,Amarillo
2015,CATALUÑA,1559139,60420,Amarillo
2015,CATALUÑA,1210910,80636,Amarillo
2015,CATALUÑA,1434531,63849,Amarillo
2015,CATALUÑA,605464,41855,Amarillo
2015,CATALUÑA,877380,76770,Amarillo
2015,CATALUÑA,798890,40038,Amarillo
2015,CATALUÑA,1491460,82805,Amarillo
2015,CATALUÑA,1045193,87577,Amarillo
2015,CATALUÑA,1988229,69613,Amarillo
2015,CATALUÑA,194161,13530,Amarillo
2015,CATALUÑA,226300,7220,Amarillo
2015,CATALUÑA,674480,22165,Amarillo
2015,CATALUÑA,582780,31554,Amarillo
2015,CATALUÑA,452919,25700,Amarillo
2015,CATALUÑA,560660,69084,Amarillo
2015,CATALUÑA,223550,12503,Amarillo
2015,CATALUÑA,864980,48344,Amarillo
2015,CATALUÑA,880459,36543,Amarillo
2015,CATALUÑA,2629305,169996,Amarillo
2015,CATALUÑA,5142830,365820,Amarillo
2015,CATALUÑA,1035951,32147,Amarillo
2015,CATALUÑA,3195912,214472,Amarillo
2015,CATALUÑA,86159,4547,Amarillo
2015,CATALUÑA,465840,16331,Amarillo
2015,CATALUÑA,693490,17805,Amarillo
2015,CATALUÑA,368200,10590,Amarillo
2015,CATALUÑA,108640,7542,Amarillo
2015,CATALUÑA,133300,5194,Amarillo
2015,CEUTA,262220,84963,Amarillo
2015,COMUNIDAD VALENCIANA,329000,21305,Amarillo
2015,COMUNIDAD VALENCIANA,19060,1411,Amarillo
2015,COMUNIDAD VALENCIANA,13860,627,Amarillo
2015,COMUNIDAD VALENCIANA,36360,4752,Amarillo
2015,COMUNIDAD VALENCIANA,8364,984,Amarillo
2015,COMUNIDAD VALENCIANA,191540,29964,Amarillo
2015,COMUNIDAD VALENCIANA,78420,15935,Amarillo
2015,COMUNIDAD VALENCIANA,46440,11767,Amarillo
2015,COMUNIDAD VALENCIANA,40460,10826,Amarillo
2015,COMUNIDAD VALENCIANA,5061,1351,Amarillo
2015,COMUNIDAD VALENCIANA,370560,23572,Amarillo
2015,COMUNIDAD VALENCIANA,134640,7233,Amarillo
2015,COMUNIDAD VALENCIANA,28683,1350,Amarillo
2015,COMUNIDAD VALENCIANA,65500,10672,Amarillo
2015,COMUNIDAD VALENCIANA,1033340,59675,Amarillo
2015,COMUNIDAD VALENCIANA,63820,9527,Amarillo
2015,COMUNIDAD VALENCIANA,264320,31000,Amarillo
2015,COMUNIDAD VALENCIANA,11620,438,Amarillo
2015,COMUNIDAD VALENCIANA,4950,893,Amarillo
2015,COMUNIDAD VALENCIANA,220600,21357,Amarillo
2015,COMUNIDAD VALENCIANA,236260,27808,Amarillo
2015,COMUNIDAD VALENCIANA,18220,1457,Amarillo
2015,COMUNIDAD VALENCIANA,2086320,332067,Amarillo
2015,COMUNIDAD VALENCIANA,163240,25566,Amarillo
2015,COMUNIDAD VALENCIANA,36220,6123,Amarillo
2015,COMUNIDAD VALENCIANA,8070,289,Amarillo
2015,COMUNIDAD VALENCIANA,37120,2300,Amarillo
2015,COMUNIDAD VALENCIANA,79500,19992,Amarillo
2015,COMUNIDAD VALENCIANA,75540,8744,Amarillo
2015,COMUNIDAD VALENCIANA,75500,7293,Amarillo
2015,COMUNIDAD VALENCIANA,19954,4423,Amarillo
2015,COMUNIDAD VALENCIANA,260480,22518,Amarillo
2015,COMUNIDAD VALENCIANA,308140,44518,Amarillo
2015,COMUNIDAD VALENCIANA,9519,1994,Amarillo
2015,COMUNIDAD VALENCIANA,169760,20248,Amarillo
2015,COMUNIDAD VALENCIANA,6506,1321,Amarillo
2015,COMUNIDAD VALENCIANA,62386,5359,Amarillo
2015,COMUNIDAD VALENCIANA,62840,7174,Amarillo
2015,COMUNIDAD VALENCIANA,26760,1317,Amarillo
2015,COMUNIDAD VALENCIANA,100980,4712,Amarillo
2015,COMUNIDAD VALENCIANA,10340,1738,Amarillo
2015,COMUNIDAD VALENCIANA,30917,5394,Amarillo
2015,COMUNIDAD VALENCIANA,99256,14529,Amarillo
2015,COMUNIDAD VALENCIANA,10881,1910,Amarillo
2015,COMUNIDAD VALENCIANA,14928,1859,Amarillo
2015,COMUNIDAD VALENCIANA,43120,1815,Amarillo
2015,COMUNIDAD VALENCIANA,290520,26521,Amarillo
2015,COMUNIDAD VALENCIANA,209180,18233,Amarillo
2015,COMUNIDAD VALENCIANA,17427,1189,Amarillo
2015,COMUNIDAD VALENCIANA,440880,69010,Amarillo
2015,COMUNIDAD VALENCIANA,52520,1616,Amarillo
2015,COMUNIDAD VALENCIANA,118852,11819,Amarillo
2015,COMUNIDAD VALENCIANA,15520,451,Amarillo
2015,COMUNIDAD VALENCIANA,6452,508,Amarillo
2015,COMUNIDAD VALENCIANA,21626,3791,Amarillo
2015,COMUNIDAD VALENCIANA,26300,1639,Amarillo
2015,COMUNIDAD VALENCIANA,26760,2287,Amarillo
2015,COMUNIDAD VALENCIANA,162000,11572,Amarillo
2015,COMUNIDAD VALENCIANA,2582,1153,Amarillo
2015,COMUNIDAD VALENCIANA,29660,5770,Amarillo
2015,COMUNIDAD VALENCIANA,46220,3670,Amarillo
2015,COMUNIDAD VALENCIANA,38585,6762,Amarillo
2015,COMUNIDAD VALENCIANA,29600,5209,Amarillo
2015,COMUNIDAD VALENCIANA,345580,37641,Amarillo
2015,COMUNIDAD VALENCIANA,185080,34783,Amarillo
2015,COMUNIDAD VALENCIANA,24440,3138,Amarillo
2015,COMUNIDAD VALENCIANA,20820,2985,Amarillo
2015,COMUNIDAD VALENCIANA,12457,2080,Amarillo
2015,COMUNIDAD VALENCIANA,31360,7370,Amarillo
2015,COMUNIDAD VALENCIANA,44360,18079,Amarillo
2015,COMUNIDAD VALENCIANA,161360,22437,Amarillo
2015,COMUNIDAD VALENCIANA,315260,27081,Amarillo
2015,COMUNIDAD VALENCIANA,90480,13360,Amarillo
2015,COMUNIDAD VALENCIANA,144160,6296,Amarillo
2015,COMUNIDAD VALENCIANA,3731,760,Amarillo
2015,COMUNIDAD VALENCIANA,245870,20613,Amarillo
2015,COMUNIDAD VALENCIANA,80700,10143,Amarillo
2015,COMUNIDAD VALENCIANA,10860,147,Amarillo
2015,COMUNIDAD VALENCIANA,1073600,173841,Amarillo
2015,COMUNIDAD VALENCIANA,323880,27478,Amarillo
2015,COMUNIDAD VALENCIANA,18680,8663,Amarillo
2015,COMUNIDAD VALENCIANA,5888,1242,Amarillo
2015,COMUNIDAD VALENCIANA,2549,644,Amarillo
2015,COMUNIDAD VALENCIANA,65205,8518,Amarillo
2015,COMUNIDAD VALENCIANA,15909,2853,Amarillo
2015,COMUNIDAD VALENCIANA,93970,15029,Amarillo
2015,COMUNIDAD VALENCIANA,174520,11519,Amarillo
2015,COMUNIDAD VALENCIANA,6078,1050,Amarillo
2015,COMUNIDAD VALENCIANA,1474,562,Amarillo
2015,COMUNIDAD VALENCIANA,24660,7188,Amarillo
2015,COMUNIDAD VALENCIANA,107320,28328,Amarillo
2015,COMUNIDAD VALENCIANA,188780,22461,Amarillo
2015,COMUNIDAD VALENCIANA,88000,3062,Amarillo
2015,COMUNIDAD VALENCIANA,5120,1765,Amarillo
2015,COMUNIDAD VALENCIANA,2820,681,Amarillo
2015,COMUNIDAD VALENCIANA,4506,2412,Amarillo
2015,COMUNIDAD VALENCIANA,752441,41672,Amarillo
2015,COMUNIDAD VALENCIANA,60700,4688,Amarillo
2015,COMUNIDAD VALENCIANA,1286230,228647,Amarillo
2015,COMUNIDAD VALENCIANA,250440,53540,Amarillo
2015,COMUNIDAD VALENCIANA,3100,877,Amarillo
2015,COMUNIDAD VALENCIANA,55700,6265,Amarillo
2015,COMUNIDAD VALENCIANA,446540,76497,Amarillo
2015,COMUNIDAD VALENCIANA,97580,5985,Amarillo
2015,COMUNIDAD VALENCIANA,107501,13125,Amarillo
2015,COMUNIDAD VALENCIANA,12400,2417,Amarillo
2015,COMUNIDAD VALENCIANA,26196,5928,Amarillo
2015,COMUNIDAD VALENCIANA,223520,15599,Amarillo
2015,COMUNIDAD VALENCIANA,25740,487,Amarillo
2015,COMUNIDAD VALENCIANA,7580,2632,Amarillo
2015,COMUNIDAD VALENCIANA,4600,1095,Amarillo
2015,COMUNIDAD VALENCIANA,222200,23456,Amarillo
2015,COMUNIDAD VALENCIANA,3780,1947,Amarillo
2015,COMUNIDAD VALENCIANA,6291,927,Amarillo
2015,COMUNIDAD VALENCIANA,50873,2793,Amarillo
2015,COMUNIDAD VALENCIANA,6485,805,Amarillo
2015,COMUNIDAD VALENCIANA,795700,29067,Amarillo
2015,COMUNIDAD VALENCIANA,62100,7226,Amarillo
2015,COMUNIDAD VALENCIANA,207220,29343,Amarillo
2015,COMUNIDAD VALENCIANA,31960,1521,Amarillo
2015,COMUNIDAD VALENCIANA,69100,11615,Amarillo
2015,COMUNIDAD VALENCIANA,384650,17501,Amarillo
2015,COMUNIDAD VALENCIANA,5061,733,Amarillo
2015,COMUNIDAD VALENCIANA,3093,972,Amarillo
2015,COMUNIDAD VALENCIANA,3371,1172,Amarillo
2015,COMUNIDAD VALENCIANA,21260,2465,Amarillo
2015,COMUNIDAD VALENCIANA,3491,801,Amarillo
2015,COMUNIDAD VALENCIANA,22200,595,Amarillo
2015,COMUNIDAD VALENCIANA,10026,1910,Amarillo
2015,COMUNIDAD VALENCIANA,6100,1274,Amarillo
2015,COMUNIDAD VALENCIANA,11280,546,Amarillo
2015,COMUNIDAD VALENCIANA,11290,1080,Amarillo
2015,COMUNIDAD VALENCIANA,28319,4966,Amarillo
2015,COMUNIDAD VALENCIANA,118000,30834,Amarillo
2015,COMUNIDAD VALENCIANA,27560,2543,Amarillo
2015,COMUNIDAD VALENCIANA,43164,1872,Amarillo
2015,COMUNIDAD VALENCIANA,82000,9149,Amarillo
2015,COMUNIDAD VALENCIANA,85680,10612,Amarillo
2015,COMUNIDAD VALENCIANA,92960,2571,Amarillo
2015,COMUNIDAD VALENCIANA,384920,43281,Amarillo
2015,COMUNIDAD VALENCIANA,208100,21906,Amarillo
2015,COMUNIDAD VALENCIANA,35380,6339,Amarillo
2015,COMUNIDAD VALENCIANA,52480,7658,Amarillo
2015,COMUNIDAD VALENCIANA,74030,12460,Amarillo
2015,COMUNIDAD VALENCIANA,120540,7202,Amarillo
2015,COMUNIDAD VALENCIANA,10246,509,Amarillo
2015,COMUNIDAD VALENCIANA,129340,9114,Amarillo
2015,COMUNIDAD VALENCIANA,146180,24232,Amarillo
2015,COMUNIDAD VALENCIANA,184720,26292,Amarillo
2015,COMUNIDAD VALENCIANA,68364,13456,Amarillo
2015,COMUNIDAD VALENCIANA,199570,26782,Amarillo
2015,COMUNIDAD VALENCIANA,112540,25228,Amarillo
2015,COMUNIDAD VALENCIANA,73320,6632,Amarillo
2015,COMUNIDAD VALENCIANA,67460,7565,Amarillo
2015,COMUNIDAD VALENCIANA,358620,83417,Amarillo
2015,COMUNIDAD VALENCIANA,120757,9625,Amarillo
2015,COMUNIDAD VALENCIANA,12340,875,Amarillo
2015,COMUNIDAD VALENCIANA,163730,24810,Amarillo
2015,COMUNIDAD VALENCIANA,27780,1687,Amarillo
2015,COMUNIDAD VALENCIANA,27220,998,Amarillo
2015,COMUNIDAD VALENCIANA,11760,1020,Amarillo
2015,COMUNIDAD VALENCIANA,501480,67156,Amarillo
2015,COMUNIDAD VALENCIANA,105480,7438,Amarillo
2015,COMUNIDAD VALENCIANA,87560,10144,Amarillo
2015,COMUNIDAD VALENCIANA,222320,34754,Amarillo
2015,COMUNIDAD VALENCIANA,74625,7457,Amarillo
2015,COMUNIDAD VALENCIANA,84180,11109,Amarillo
2015,COMUNIDAD VALENCIANA,208255,20393,Amarillo
2015,COMUNIDAD VALENCIANA,87380,21588,Amarillo
2015,COMUNIDAD VALENCIANA,59940,2701,Amarillo
2015,COMUNIDAD VALENCIANA,51070,7663,Amarillo
2015,COMUNIDAD VALENCIANA,73700,4659,Amarillo
2015,COMUNIDAD VALENCIANA,75100,3350,Amarillo
2015,COMUNIDAD VALENCIANA,32240,4313,Amarillo
2015,COMUNIDAD VALENCIANA,15520,987,Amarillo
2015,COMUNIDAD VALENCIANA,210680,24944,Amarillo
2015,COMUNIDAD VALENCIANA,7168,709,Amarillo
2015,COMUNIDAD VALENCIANA,2220,689,Amarillo
2015,COMUNIDAD VALENCIANA,33260,1404,Amarillo
2015,COMUNIDAD VALENCIANA,37700,2271,Amarillo
2015,COMUNIDAD VALENCIANA,19940,7623,Amarillo
2015,COMUNIDAD VALENCIANA,3367,1258,Amarillo
2015,COMUNIDAD VALENCIANA,57800,6819,Amarillo
2015,COMUNIDAD VALENCIANA,6304,1041,Amarillo
2015,COMUNIDAD VALENCIANA,29860,1262,Amarillo
2015,COMUNIDAD VALENCIANA,474940,65003,Amarillo
2015,COMUNIDAD VALENCIANA,43580,7676,Amarillo
2015,COMUNIDAD VALENCIANA,116760,9237,Amarillo
2015,COMUNIDAD VALENCIANA,4051,1891,Amarillo
2015,COMUNIDAD VALENCIANA,7041,1078,Amarillo
2015,COMUNIDAD VALENCIANA,13423,3045,Amarillo
2015,COMUNIDAD VALENCIANA,39452,6911,Amarillo
2015,COMUNIDAD VALENCIANA,7916,512,Amarillo
2015,COMUNIDAD VALENCIANA,340400,55946,Amarillo
2015,COMUNIDAD VALENCIANA,211400,22804,Amarillo
2015,COMUNIDAD VALENCIANA,16968,2031,Amarillo
2015,COMUNIDAD VALENCIANA,8786,830,Amarillo
2015,COMUNIDAD VALENCIANA,334080,31529,Amarillo
2015,COMUNIDAD VALENCIANA,1240,99,Amarillo
2015,COMUNIDAD VALENCIANA,100880,9741,Amarillo
2015,COMUNIDAD VALENCIANA,92560,10183,Amarillo
2015,COMUNIDAD VALENCIANA,3324,584,Amarillo
2015,COMUNIDAD VALENCIANA,10039,622,Amarillo
2015,COMUNIDAD VALENCIANA,3742,1031,Amarillo
2015,COMUNIDAD VALENCIANA,99110,18644,Amarillo
2015,COMUNIDAD VALENCIANA,67880,3513,Amarillo
2015,COMUNIDAD VALENCIANA,247015,28311,Amarillo
2015,COMUNIDAD VALENCIANA,52640,9288,Amarillo
2015,COMUNIDAD VALENCIANA,119280,17822,Amarillo
2015,COMUNIDAD VALENCIANA,4692,620,Amarillo
2015,COMUNIDAD VALENCIANA,397440,11824,Amarillo
2015,COMUNIDAD VALENCIANA,15600,1657,Amarillo
2015,COMUNIDAD VALENCIANA,2581,213,Amarillo
2015,COMUNIDAD VALENCIANA,45256,5520,Amarillo
2015,COMUNIDAD VALENCIANA,684980,80551,Amarillo
2015,COMUNIDAD VALENCIANA,409810,91415,Amarillo
2015,COMUNIDAD VALENCIANA,6305,1531,Amarillo
2015,COMUNIDAD VALENCIANA,1768,992,Amarillo
2015,COMUNIDAD VALENCIANA,7635170,786424,Amarillo
2015,COMUNIDAD VALENCIANA,3294,2873,Amarillo
2015,COMUNIDAD VALENCIANA,296760,50755,Amarillo
2015,COMUNIDAD VALENCIANA,11120,1912,Amarillo
2015,COMUNIDAD VALENCIANA,3821,604,Amarillo
2015,COMUNIDAD VALENCIANA,232700,33951,Amarillo
2015,COMUNIDAD VALENCIANA,61380,4350,Amarillo
2015,COMUNIDAD VALENCIANA,19754,3273,Amarillo
2015,COMUNIDAD VALENCIANA,163240,34530,Amarillo
2015,COMUNIDAD VALENCIANA,268400,28337,Amarillo
2015,COMUNIDAD VALENCIANA,91680,5907,Amarillo
2015,COMUNIDAD VALENCIANA,36160,2246,Amarillo
2015,COMUNIDAD VALENCIANA,3880,819,Amarillo
2015,COMUNIDAD VALENCIANA,164000,29309,Amarillo
2015,COMUNIDAD VALENCIANA,64160,3796,Amarillo
2015,COMUNIDAD VALENCIANA,94800,20029,Amarillo
2015,COMUNIDAD VALENCIANA,142860,31828,Amarillo
2015,COMUNIDAD VALENCIANA,1236699,204064,Amarillo
2015,COMUNIDAD VALENCIANA,31538,2638,Amarillo
2015,COMUNIDAD VALENCIANA,10321,1162,Amarillo
2015,COMUNIDAD VALENCIANA,63649,9233,Amarillo
2015,COMUNIDAD VALENCIANA,20065,2352,Amarillo
2015,COMUNIDAD VALENCIANA,51721,3525,Amarillo
2015,COMUNIDAD VALENCIANA,15275,2695,Amarillo
2015,COMUNIDAD VALENCIANA,21074,4245,Amarillo
2015,COMUNIDAD VALENCIANA,173120,9090,Amarillo
2015,COMUNIDAD VALENCIANA,56630,13029,Amarillo
2015,COMUNIDAD VALENCIANA,132400,17064,Amarillo
2015,COMUNIDAD VALENCIANA,1582419,77746,Amarillo
2015,COMUNIDAD VALENCIANA,54500,9163,Amarillo
2015,COMUNIDAD VALENCIANA,296895,36153,Amarillo
2015,COMUNIDAD VALENCIANA,881900,89653,Amarillo
2015,COMUNIDAD VALENCIANA,66040,3088,Amarillo
2015,COMUNIDAD VALENCIANA,36380,5178,Amarillo
2015,COMUNIDAD VALENCIANA,22880,4266,Amarillo
2015,COMUNIDAD VALENCIANA,21060,2473,Amarillo
2015,COMUNIDAD VALENCIANA,78979,9038,Amarillo
2015,COMUNIDAD VALENCIANA,79120,9572,Amarillo
2015,COMUNIDAD VALENCIANA,13500,2440,Amarillo
2015,COMUNIDAD VALENCIANA,438145,70495,Amarillo
2015,COMUNIDAD VALENCIANA,148312,20489,Amarillo
2015,COMUNIDAD VALENCIANA,1049,384,Amarillo
2015,EXTREMADURA,146020,9060,Amarillo
2015,EXTREMADURA,63200,6664,Amarillo
2015,EXTREMADURA,9520,2672,Amarillo
2015,EXTREMADURA,49120,3078,Amarillo
2015,EXTREMADURA,47840,5538,Amarillo
2015,EXTREMADURA,10460,1686,Amarillo
2015,EXTREMADURA,10420,1818,Amarillo
2015,EXTREMADURA,374200,35013,Amarillo
2015,EXTREMADURA,90620,6101,Amarillo
2015,EXTREMADURA,1308420,150517,Amarillo
2015,EXTREMADURA,63220,6354,Amarillo
2015,EXTREMADURA,34700,5182,Amarillo
2015,EXTREMADURA,91600,8614,Amarillo
2015,EXTREMADURA,1080090,95855,Amarillo
2015,EXTREMADURA,367860,36142,Amarillo
2015,EXTREMADURA,71820,6906,Amarillo
2015,EXTREMADURA,14840,2226,Amarillo
2015,EXTREMADURA,69780,7227,Amarillo
2015,EXTREMADURA,38440,2756,Amarillo
2015,EXTREMADURA,17400,2749,Amarillo
2015,EXTREMADURA,104340,4707,Amarillo
2015,EXTREMADURA,145840,10012,Amarillo
2015,EXTREMADURA,5360,692,Amarillo
2015,EXTREMADURA,93440,5855,Amarillo
2015,EXTREMADURA,231820,15961,Amarillo
2015,EXTREMADURA,56440,4714,Amarillo
2015,EXTREMADURA,825380,58985,Amarillo
2015,EXTREMADURA,366800,17322,Amarillo
2015,EXTREMADURA,92240,4714,Amarillo
2015,EXTREMADURA,158560,12104,Amarillo
2015,EXTREMADURA,519060,40892,Amarillo
2015,EXTREMADURA,11020,3496,Amarillo
2015,EXTREMADURA,31120,4196,Amarillo
2015,EXTREMADURA,72080,8249,Amarillo
2015,EXTREMADURA,27980,3597,Amarillo
2015,EXTREMADURA,65640,8268,Amarillo
2015,EXTREMADURA,89520,9558,Amarillo
2015,EXTREMADURA,10310,1255,Amarillo
2015,EXTREMADURA,47100,4193,Amarillo
2015,EXTREMADURA,269400,26101,Amarillo
2015,EXTREMADURA,1396399,152890,Amarillo
2015,EXTREMADURA,99239,11736,Amarillo
2015,EXTREMADURA,73339,9824,Amarillo
2015,EXTREMADURA,99819,8513,Amarillo
2015,EXTREMADURA,172739,16687,Amarillo
2015,EXTREMADURA,41840,4048,Amarillo
2015,EXTREMADURA,82199,11125,Amarillo
2015,EXTREMADURA,139620,16775,Amarillo
2015,EXTREMADURA,91448,9211,Amarillo
2015,EXTREMADURA,102039,8663,Amarillo
2015,EXTREMADURA,90940,7992,Amarillo
2015,EXTREMADURA,51960,6324,Amarillo
2015,EXTREMADURA,62799,6144,Amarillo
2015,EXTREMADURA,102500,9576,Amarillo
2015,EXTREMADURA,136139,14280,Amarillo
2015,EXTREMADURA,236840,29259,Amarillo
2015,EXTREMADURA,144459,11260,Amarillo
2015,EXTREMADURA,260200,21048,Amarillo
2015,EXTREMADURA,227600,25072,Amarillo
2015,GALICIA,12612,2651,Amarillo
2015,GALICIA,19296,1903,Amarillo
2015,GALICIA,98160,6060,Amarillo
2015,GALICIA,16820,2033,Amarillo
2015,GALICIA,13946,2904,Amarillo
2015,GALICIA,97620,5741,Amarillo
2015,GALICIA,39877,6261,Amarillo
2015,GALICIA,99820,12233,Amarillo
2015,GALICIA,89360,10371,Amarillo
2015,GALICIA,30352,2994,Amarillo
2015,GALICIA,24980,3705,Amarillo
2015,GALICIA,20573,3754,Amarillo
2015,GALICIA,6760,3179,Amarillo
2015,GALICIA,23120,2115,Amarillo
2015,GALICIA,407620,19060,Amarillo
2015,GALICIA,28020,4342,Amarillo
2015,GALICIA,132680,9660,Amarillo
2015,GALICIA,170390,13899,Amarillo
2015,GALICIA,11456,1571,Amarillo
2015,GALICIA,29600,4623,Amarillo
2015,GALICIA,42780,3294,Amarillo
2015,GALICIA,100120,9895,Amarillo
2015,GALICIA,36434,5774,Amarillo
2015,GALICIA,189260,13399,Amarillo
2015,GALICIA,23955,1962,Amarillo
2015,GALICIA,45400,1356,Amarillo
2015,GALICIA,19760,1390,Amarillo
2015,GALICIA,250200,31288,Amarillo
2015,GALICIA,54275,4241,Amarillo
2015,GALICIA,16059,5226,Amarillo
2015,GALICIA,11340,2823,Amarillo
2015,GALICIA,54810,3402,Amarillo
2015,GALICIA,25460,5342,Amarillo
2015,GALICIA,70660,7147,Amarillo
2015,GALICIA,101160,7760,Amarillo
2015,GALICIA,45320,5156,Amarillo
2015,GALICIA,20285,1860,Amarillo
2015,GALICIA,14860,1249,Amarillo
2015,GALICIA,62340,4369,Amarillo
2015,GALICIA,56130,8553,Amarillo
2015,GALICIA,23854,1747,Amarillo
2015,GALICIA,20105,1672,Amarillo
2015,GALICIA,7200,3695,Amarillo
2015,GALICIA,42316,6706,Amarillo
2015,GALICIA,4040,4892,Amarillo
2015,GALICIA,8760,4327,Amarillo
2015,GALICIA,13054,2719,Amarillo
2015,GALICIA,14310,2261,Amarillo
2015,GALICIA,95340,4931,Amarillo
2015,GALICIA,25348,4048,Amarillo
2015,GALICIA,97980,2913,Amarillo
2015,GALICIA,30940,3137,Amarillo
2015,GALICIA,24230,7019,Amarillo
2015,GALICIA,21900,3298,Amarillo
2015,GALICIA,6030,1951,Amarillo
2015,GALICIA,31000,4131,Amarillo
2015,GALICIA,283320,30135,Amarillo
2015,GALICIA,179530,30028,Amarillo
2015,GALICIA,74200,12883,Amarillo
2015,GALICIA,230090,48733,Amarillo
2015,GALICIA,267940,21197,Amarillo
2015,GALICIA,215140,13498,Amarillo
2015,GALICIA,878900,70389,Amarillo
2015,GALICIA,58005,4824,Amarillo
2015,GALICIA,3193,1106,Amarillo
2015,GALICIA,16128,3960,Amarillo
2015,GALICIA,26620,3696,Amarillo
2015,GALICIA,7990,1784,Amarillo
2015,GALICIA,142620,9899,Amarillo
2015,GALICIA,35312,2485,Amarillo
2015,GALICIA,25072,4004,Amarillo
2015,GALICIA,90940,14051,Amarillo
2015,GALICIA,263040,10851,Amarillo
2015,GALICIA,144370,10314,Amarillo
2015,GALICIA,62640,5564,Amarillo
2015,GALICIA,24720,1421,Amarillo
2015,GALICIA,135260,5006,Amarillo
2015,GALICIA,186540,20158,Amarillo
2015,GALICIA,880,921,Amarillo
2015,GALICIA,72800,11443,Amarillo
2015,GALICIA,44020,3207,Amarillo
2015,GALICIA,23701,2338,Amarillo
2015,GALICIA,911540,98560,Amarillo
2015,GALICIA,3720,2789,Amarillo
2015,GALICIA,20910,2978,Amarillo
2015,GALICIA,51820,5768,Amarillo
2015,GALICIA,69640,9479,Amarillo
2015,GALICIA,93680,15448,Amarillo
2015,GALICIA,503940,25329,Amarillo
2015,GALICIA,13270,4289,Amarillo
2015,GALICIA,10900,1455,Amarillo
2015,GALICIA,66060,5428,Amarillo
2015,GALICIA,7627,1731,Amarillo
2015,GALICIA,50840,5033,Amarillo
2015,GALICIA,30480,7578,Amarillo
2015,GALICIA,15240,2795,Amarillo
2015,GALICIA,74620,5838,Amarillo
2015,GALICIA,14860,1303,Amarillo
2015,GALICIA,61810,4742,Amarillo
2015,GALICIA,15550,682,Amarillo
2015,GALICIA,26000,3991,Amarillo
2015,GALICIA,12720,2089,Amarillo
2015,GALICIA,154450,19201,Amarillo
2015,GALICIA,25520,3779,Amarillo
2015,GALICIA,32900,4362,Amarillo
2015,GALICIA,141082,15324,Amarillo
2015,GALICIA,69325,5417,Amarillo
2015,GALICIA,2619,696,Amarillo
2015,GALICIA,58750,5068,Amarillo
2015,GALICIA,394840,58284,Amarillo
2015,GALICIA,50999,5605,Amarillo
2015,GALICIA,485440,39574,Amarillo
2015,GALICIA,53260,5327,Amarillo
2015,GALICIA,38416,7009,Amarillo
2015,GALICIA,17150,4121,Amarillo
2015,GALICIA,156790,17715,Amarillo
2015,GALICIA,50440,3042,Amarillo
2015,GALICIA,133480,12844,Amarillo
2015,GALICIA,76340,7400,Amarillo
2015,GALICIA,50920,5997,Amarillo
2015,GALICIA,1143610,106905,Amarillo
2015,GALICIA,2970,1090,Amarillo
2015,GALICIA,15621,5083,Amarillo
2015,GALICIA,95070,6804,Amarillo
2015,GALICIA,72026,5275,Amarillo
2015,GALICIA,22000,2502,Amarillo
2015,GALICIA,79890,8693,Amarillo
2015,GALICIA,19842,2708,Amarillo
2015,GALICIA,7141,3309,Amarillo
2015,GALICIA,11310,3075,Amarillo
2015,GALICIA,26832,4680,Amarillo
2015,GALICIA,15720,1237,Amarillo
2015,GALICIA,5210,1830,Amarillo
2015,GALICIA,166540,9672,Amarillo
2015,GALICIA,151860,16794,Amarillo
2015,GALICIA,35920,5625,Amarillo
2015,GALICIA,185880,23115,Amarillo
2015,GALICIA,46860,5893,Amarillo
2015,GALICIA,79620,8117,Amarillo
2015,GALICIA,8401,2534,Amarillo
2015,GALICIA,616700,82946,Amarillo
2015,GALICIA,170396,18508,Amarillo
2015,GALICIA,19720,3025,Amarillo
2015,GALICIA,179040,10634,Amarillo
2015,GALICIA,5300,1624,Amarillo
2015,GALICIA,3640,1484,Amarillo
2015,GALICIA,41065,3501,Amarillo
2015,GALICIA,198500,29909,Amarillo
2015,GALICIA,227250,11479,Amarillo
2015,GALICIA,49330,5187,Amarillo
2015,GALICIA,242300,10010,Amarillo
